(しんや)	深夜	"middle of the night, late at night"	12
(すいしん)	水深	"water depth, depth of water"	12
(ふかい)	深い	"deep"	12
(きょういく)	教育	"education"	11
(みじかい)	短い	"short"	12
(やね)	屋根	"roof"	12
(だいこん)	大根	"daikon, japanese radish"	12
(こんき)	根気	"patience, perseverance, persistence"	12
(しゃいん)	社員	"employee, staff, company employee, company staff"	12
(かいいん)	会員	"member, membership"	12
(せんいん)	船員	"sailor, seaman, mariner, crewman"	12
(びーだま, ビーだま)	ビー玉	"marble"	2
(あとで)	後で	"after, afterwards, later"	6
(くるま)	車	"car"	4
(とうほう)	東方	"eastward, eastern direction, touhou"	6
(ち)	血	"blood"	6
(たしろじま)	田代島	"tashirojima"	12
(しま)	島	"island"	12
(いままで)	今まで	"until now, up to now, so far"	5
(かもく)	科目	"subject, course, curriculum"	8
(さとごころ)	里心	"homesick, homesickness"	5
(ちかい)	近い	"close, nearby, near"	5
(おとな)	大人	"adult"	1
(ぜんかい)	前回	"last time"	8
(なまえ)	名前	"name, first name, full name, given name"	8
(おまえ)	お前	"you"	8
(ちゃいろ)	茶色	"brown, brown colour, brown color, color brown, colour brown"	6
(みなおす)	見直す	"to reevaluate, to look again, to reassess"	8
(なおす)	直す	"to fix, to repair"	6
(みなみぐち)	南口	"south exit, south entrance, southern exit, southern entrance, south gate"	8
(いけん)	意見	"opinion, view"	11
(むけ)	〜向け	"made for, intended for, aimed at"	10
(むける)	向ける	"to turn towards, to point, to turn (something) towards"	8
(ほうこう)	方向	"direction"	6
(あんぜん)	安全	"safety"	6
(かんがえ)	考え	"thought, a thought"	5
(つぎつぎ)	次々	"one by one, in succession, one after the other"	8
(じかい)	次回	"next time"	6
(びょう)	〜病	"disease, sickness, illness"	10
(くび)	首	"neck"	6
(くびになる)	首になる	"to get fired, to be fired"	6
(てくび)	手首	"wrist"	6
(しゅっけつ)	出血	"bleeding, bleed"	6
(ながさ)	長さ	"length"	8
(くうこう)	空港	"airport"	12
(きづく)	気付く	"to realize, to notice, to realise"	11
(なくなる)	亡くなる	"to pass away, to become deceased, to die"	6
(つける)	点ける	"to turn on, to switch on, to light up"	8
(しぬ)	死ぬ	"to die"	6
(し)	死	"death"	6
(あんしん)	安心	"relief, peace of mind"	6
(やすい)	安い	"cheap, inexpensive"	6
(やすうり)	安売り	"sell cheaply, discount, bargain sale, sale"	8
(しょうじき)	正直	"honest"	6
(てん)	点	"point, decimal, decimal point"	6
(しゃちょう)	社長	"company president, manager, director, president of a company"	6
(へいじつ)	平日	"weekdays"	4
(たべる)	食べる	"to eat"	6
(かがく)	科学	"science"	6
(にゅうしゃ)	入社	"joining a company, entering a company"	5
(へいあん)	平安	"peace, tranquility, heian"	6
(せんせんげつ)	先々月	"month before last, the month before last"	4
(あかい)	赤い	"red"	4
(みみ)	耳	"ear"	4
(ゆ)	湯	"hot water"	12
(やまのぼり)	山登り	"mountain climbing"	14
(ぶんかさい)	文化祭	"school festival, culture festival, arts festival"	14
(りゅうこうご)	流行語	"popular phrase, catchphrase"	14
(りゅうこうか)	流行歌	"popular song"	14
(ながれる)	流れる	"to stream, to flow"	14
(ほんりゅう)	本流	"mainstream"	12
(わるぎ)	悪気	"evil intent, malice"	14
(きもちわるい)	気持ち悪い	"to feel terrible, terrible, to feel bad, bad feeling, feeling bad, feeling terrible"	14
(いじわる)	意地悪	"malicious, mean, jerk"	14
(あくじょ)	悪女	"evil woman, wicked woman, bad woman"	12
(べんきょう)	勉強	"studies, study"	12
(べんきょうする)	勉強する	"to study"	14
(たま, きゅう)	球	"sphere, ball, sports ball"	12
(ちゃのゆ)	茶の湯	"tea ceremony"	12
(ちょっこう)	直行	"nonstop, direct"	6
(やきゅう)	野球	"baseball"	12
(かい)	〜階	"floor, story, storey"	12
(とざん)	登山	"mountain climbing"	12
(さいしん)	最深	"deepest, the deepest"	12
(たんとう)	短刀	"short sword, dagger, tanto"	12
(ふあん)	不安	"uneasiness, anxiety, unease"	6
(あしくび)	足首	"ankle"	6
(ながす)	流す	"to flow, to flush, to drain, to pour, to float, to wash away, to set afloat"	12
(かいしゃいん)	会社員	"company employee, office worker"	12
(ね)	根	"root"	12
(あくにん)	悪人	"bad person, villain, evildoer, bad guy, wicked person, evil person"	12
(あんき)	暗記	"memorization, memorize, memorisation, memorise"	13
(やっつ)	八つ	"eight things"	1
(しょうかする)	消化する	"to digest"	14
(なんぜん)	何千	"thousands"	5
(むすこ)	息子	"son"	12
(がっき)	学期	"school term, semester"	12
(たんき)	短期	"short period, short term"	12
(どうきちゅう)	同期中	"syncing, synchronizing"	15
(きたい)	期待	"expectation, expect, anticipate"	12
(りょうしゃ)	両者	"both people"	8
(あたたかい)	温かい	"warm"	12
(あたためる)	温める	"to warm up, to warm, to heat up, to heat"	14
(きおん)	気温	"temperature"	12
(ほんかん)	本館	"main building"	13
(しんよう)	信用	"trust, confidence"	15
(うえる)	植える	"to plant, to grow"	12
(うんめい)	運命	"fate, destiny"	11
(しまい)	姉妹	"sisters"	6
(たす)	足す	"to add"	6
(しゅうでん)	終電	"last train, the last train"	12
(まがる)	曲がる	"to be bent, to bend, to curve, to turn"	8
(かいがい)	海外	"overseas, foreign, abroad"	6
(うみ)	海	"ocean, sea"	6
(ひがしぐち)	東口	"east exit, east entrance, eastern exit, eastern entrance, east gate"	8
(にちじょう)	日常	"everyday life, normal life, daily life, ordinary, regular, everyday, usual"	17
(ひじょう)	非常	"emergency"	17
(つねに)	常に	"always, usually, ordinarily"	17
(こうばん)	交番	"police box"	8
(かみさま)	神様	"god, gods"	13
(おとす)	落とす	"to drop something, to let fall, to drop, to fall"	12
(ようい)	用意	"preparation, arrangements, provision, getting ready"	11
(じぶん)	自分	"oneself, myself, self"	5
(おいかける)	追いかける	"to follow, to stalk, to chase, to run after, to pursue"	13
(おんせん)	温泉	"hot springs, onsen"	12
(こいぬ)	子犬	"puppy"	2
(わるくち, わるぐち, あっこう)	悪口	"verbal abuse, saying bad things, insult, slander, bad mouth"	14
(なんべい)	南米	"south america"	8
(もちいる)	用いる	"to utilize, to use, to utilise"	3
(ばんにん)	万人	"all people, everybody"	5
(だいいちい)	第一位	"first place, first rank"	12
(にんげん)	人間	"human, human being"	8
(ちゅうこ)	中古	"secondhand, used, second hand"	3
(ちか)	地下	"underground, basement, cellar"	6
(ちじょう)	地上	"above ground, on the ground"	8
(きじ)	生地	"material, cloth, fabric, dough, batter"	8
(きょうつうてん)	共通点	"common point, common feature"	11
(おもう)	思う	"to think"	6
(うつる)	写る	"to be photographed"	4
(ぜんこく)	全国	"nationwide, national, countrywide"	6
(あつい)	暑い	"hot weather, hot"	12
(じんせい)	人生	"one's life, human life"	3
(おう)	王	"king"	2
(かつようけい)	活用形	"conjugated form"	7
(にがて)	苦手	"hard to deal with, weak point, poor at, not very good at, bad at"	11
(はくじん)	白人	"caucasian, white person, white people"	2
(いし)	石	"stone"	2
(とくべつ)	特別	"special"	11
(ひらがな)	平仮名	"hiragana"	11
(なんじ)	何時	"what time"	7
(じ)	〜時	"o'clock, time, hour"	7
(とき)	時	"time, hour"	7
(にじはん)	二時半	"two thirty, half past two, half two"	7
(ゆき)	雪	"snow"	7
(たび)	旅	"trip, travel"	12
(たいよう)	太陽	"sun, the sun, sol"	12
(ひっし)	必死	"frantic, desperate, certain death, sure death"	7
(かならず)	必ず	"surely, certainly, without exception, always, definitely"	7
(あるく)	歩く	"to walk"	6
(いぜん)	以前	"previously, before"	7
(いがい)	以外	"other than, excepting, except for"	7
(たかさ)	高さ	"height"	9
(よわい)	弱い	"weak"	7
(せいかつ)	生活	"life, livelihood"	6
(しめい)	氏名	"full name, first and last name"	7
(し)	氏	"mister, sir, ma'am, madam, miss"	7
(せんしゅう)	先週	"last week"	7
(がいこくじん)	外国人	"foreign person, foreigner"	6
(うる)	売る	"to sell"	5
(なつやすみ)	夏休み	"summer vacation, summer break, summer holiday"	7
(なつ)	夏	"summer"	7
(みぎて)	右手	"right hand"	2
(いっしょう)	一生	"whole life, entire life, a lifetime, all through life, one existence, a generation, an age"	5
(みらい)	未来	"future, the future, distant future, the distant future"	7
(がっこう)	学校	"school"	7
(ちゅうがっこう)	中学校	"middle school, junior high school"	9
(せんえんさつ)	千円札	"thousand yen bill, thousand yen note, one thousand yen note, one thousand yen bill"	7
(おしえる)	教える	"to teach"	7
(さよう)	作用	"action, effect, operation"	5
(しんりがく)	心理学	"psychology"	7
(しんり)	心理	"mental state, psychology"	7
(ちり)	地理	"geography"	7
(じゅうがつ)	十月	"october"	2
(うし)	牛	"cow"	3
(みなみ)	南	"south"	6
(あたり)	辺り	"area, vicinity, neighborhood"	7
(いく)	行く	"to go"	5
(ほし)	星	"star"	6
(なんとう)	南東	"southeast"	6
(きょうだい)	兄弟	"siblings, brothers and sisters"	5
(やすむ)	休む	"to rest"	4
(かなしみ)	悲しみ	"sadness, sorrow, grief, unhappiness, distress"	14
(こうこう)	高校	"high school"	7
(このへん)	この辺	"around here, this area"	7
(にし)	西	"west"	5
(こめ)	米	"rice"	5
(かよう)	通う	"to commute, to attend, to go back and forth"	11
(じだい)	時代	"period, epoch, era, time period"	7
(みずいろ)	水色	"sky blue, light blue, light blue color, light blue colour, sky blue color, sky blue colour"	5
(おんなのひと)	女の人	"woman"	3
(まだ)	未だ	"not yet, still"	7
(しぼう)	死亡	"mortality, death"	6
(へん)	辺	"area, vicinity, region"	7
(いちまん)	一万	"ten thousand"	3
(そと)	外	"outside"	3
(げつまつ)	月末	"end of the month, month end"	7
(かなしい)	悲しい	"sad"	12
(みあたる)	見当たる	"to be found, to come upon, to come across"	7
(とうきょうと)	東京都	"tokyo metropolis, tokyo metro, tokyo metropolitan area, tokyo metro area"	12
(さんばんめ)	三番目	"third thing, the third"	12
(はじめて)	初めて	"for the first time, first time"	13
(ゆびさき)	指先	"fingertip"	11
(ひかり)	光	"light, sunlight"	5
(こうこがく)	考古学	"archeology, archaeology"	7
(てづくり)	手作り	"handmade, homemade"	7
(くうき)	空気	"air, atmosphere"	5
(げっこう)	月光	"moonlight, moonbeam"	5
(むぎ)	麦	"wheat, barley, oats"	5
(にんぎょう)	人形	"doll, puppet"	7
(きょうしつ)	教室	"classroom"	7
(かいぎょ, うみざかな)	海魚	"ocean fish, saltwater fish"	7
(とち)	土地	"land"	6
(すいせい)	水星	"mercury"	6
(ぶんか)	文化	"culture"	6
(ひろい)	広い	"wide, spacious"	3
(すくない)	少ない	"a few, few, scarce, not much, not many"	3
(おちゃ)	お茶	"tea"	6
(たいいく)	体育	"pe class, pe, physical education, gym class"	13
(わかれる)	別れる	"to separate, to be divided, to part from"	13
(しょうがっこう)	小学校	"elementary school, primary school, grade school"	9
(ひつじ)	羊	"sheep"	6
(いちじ)	一時	"one o'clock, one hour"	7
(むく)	向く	"to face, to turn toward"	6
(しょうじょ, おとめ)	少女	"young lady, little girl, maiden, girl"	3
(こくじん)	黒人	"black person, black people"	7
(どうじ)	同時	"same time"	7
(おんど)	温度	"temperature"	12
(きかん)	期間	"period, term, interval, span"	12
(もり)	森	"woods, forest"	8
(いもうと)	妹	"younger sister, little sister"	6
(ところ)	所	"place, spot, scene"	8
(だいどころ)	台所	"kitchen"	10
(にゅうしょ)	入所	"admission, entrance, imprisonment, internment"	8
(しゅっしょ)	出所	"source, origin, place of origin"	8
(あね)	姉	"older sister, big sister, elder sister"	6
(たかい)	高い	"tall, high, expensive"	7
(いか)	以下	"less than, or less, not exceeding, below"	7
(ながい)	長い	"long"	6
(おしらせ)	お知らせ	"notice, notification, flier, pamphlet, handbill, flyer, leaflet"	8
(はんたい)	反対	"opposition, opposite"	8
(ひかる)	光る	"to shine, to glitter"	7
(できる)	出来る	"to be able to do"	6
(ちかく)	近く	"near, neighbourhood, neighborhood, vicinity, nearly, shortly"	7
(しょうがくせい)	小学生	"elementary school student, primary school student, elementary schooler, primary schooler, grade schooler, grade school student"	7
(だいにしょう)	第二章	"chapter two, second chapter"	12
(ぶんしょう)	文章	"writing, article, sentence, composition"	12
(ごぜん)	午前	"am, morning, a.m."	6
(おこなう)	行う	"to carry out a task, to carry out, to perform, to perform a task, to do a task"	5
(ちゅうとう)	中東	"middle east"	6
(つち)	土	"soil, earth, ground, dirt"	2
(かいおうせい)	海王星	"neptune"	6
(つたわる)	伝わる	"to be transmitted"	13
(いき)	息	"breath"	12
(にゅうかんりょう)	入館料	"admission fee, entrance fee, entry fee"	13
(りょうきん)	料金	"fee, bills, fees, bill"	13
(りょうりにん)	料理人	"a cook, cook, chef"	16
(りょうり)	料理	"cooking, cuisine, cookery"	14
(たいやく)	大役	"important task, great duty, important role"	8
(つぎ)	次	"next"	6
(こらい)	古来	"ancient"	5
(もくじ)	目次	"table of contents"	6
(みなと)	港	"harbor, harbour, port"	12
(へいき)	平気	"calm, cool, all right, okay"	4
(けっていする)	決定する	"to decide, to determine"	11
(ふだ)	〜札	"label, bill, note"	7
(りょこう)	旅行	"trip, travel"	12
(せいぞん)	生存	"existence, life, survival"	16
(じき)	時期	"time, season, period, time period, period of time"	12
(じんこう)	人工	"artificial, man made, human made"	1
(おおきい)	大きい	"big, large"	1
(ごひゃく)	五百	"five hundred"	4
(ことし, こんねん)	今年	"this year"	6
(うれる)	売れる	"to be sold, to sell"	7
(はやし)	林	"forest, woods"	5
(なんにち)	何日	"how many days, what day, which day"	5
(みせ)	店	"shop, store"	6
(じゃくてん)	弱点	"weak point, weakness"	7
(けってん)	欠点	"shortcoming, fault, defect, flaw, weakness, weak point"	7
(ねんまつ)	年末	"year end, end of the year, end of year"	7
(たしょ, よそ)	他所	"another place, somewhere else, other place, elsewhere"	8
(きんじょ)	近所	"neighborhood, neighbourhood"	10
(でんし)	電子	"electron, electronic"	8
(でんしゃ)	電車	"train"	8
(でんち)	電池	"battery"	8
(でんりょく)	電力	"electric power"	8
(でんき)	電気	"electricity, light"	8
(のる)	乗る	"to ride"	9
(わしょく)	和食	"japanese style food, japanese food"	9
(おきゃくさん)	お客さん	"guest, visitor, customer"	9
(しょくじ)	食事	"meal"	9
(べんじょ)	便所	"toilet, lavatory, restroom, bathroom"	11
(このむ)	好む	"to be fond of, to like"	15
(はいしゃ)	歯医者	"dentist"	12
(かつどう)	活動	"action, activity"	12
(うごき)	動き	"movement, activity, trend, development, change"	14
(じどう)	自動	"automatic"	14
(うんどうかい)	運動会	"sports day"	14
(どうぶつ)	動物	"animal"	12
(よんじゅうにかい)	四十二階	"forty second floor, floor forty two, 42nd floor, floor 42, forty second story, forty second storey"	12
(にかい)	二階	"second floor, floor two, second story, second storey"	12
(ゆげ)	湯気	"steam, vapor"	12
(だいいち)	第一	"the first, first, number one, best"	12
(りょこうする)	旅行する	"to travel, to take a trip"	14
(りょこうしゃ)	旅行者	"traveler, tourist"	14
(つごう)	都合	"at your convenience, circumstance"	14
(とかい)	都会	"city, town, urban, civilization"	12
(とし)	都市	"city, a city, town, municipal, urban"	12
(ざんぎょう)	残業	"overtime"	14
(のこる)	残る	"to remain behind, to remain, to stay behind"	14
(まいばん)	毎晩	"every night, nightly"	15
(たいへん)	大変	"serious, terrible, very, difficult, hard, hectic"	15
(なきごえ)	泣き声	"crying, sob"	17
(たてまえ)	建前	"public behavior, public behaviour, official stance, public position, public face, tatemae"	17
(がんじょう)	頑丈	"solid, firm, stout, sturdy"	15
(いさむ)	勇む	"to be encouraged, to be lively, to be in high spirits, to cheer up, to be excited, to be inspired"	17
(なげる)	投げる	"to throw, to throw something"	8
(こんばんは)	今晩は	"good evening"	15
(じへん)	事変	"incident"	15
(おっと)	夫	"husband"	15
(だいじょうぶ)	大丈夫	"safe, all right, okay"	18
(とる)	取る	"to take"	16
(しょうしゃ)	勝者	"winner, victor"	9
(なきごえ)	鳴き声	"animal cry, animal sound, animal noise, chirp, tweet, roar, bark, meow"	12
(おわり)	終わり	"the end, end, the finish, finish"	12
(いみ)	意味	"meaning"	11
(かおもじ)	顔文字	"kaomoji"	12
(のりば)	乗り場	"bus stop, taxi stand, train platform, place for boarding vehicles"	11
(はなしかた)	話し方	"way of speaking, speaking style, way of talking, talking style"	12
(こうきょう)	公共	"public, community"	11
(こたえる)	答える	"to answer, to reply, to respond"	8
(かぜ)	風	"wind"	7
(こんかい)	今回	"this time"	5
(いちりゅう)	一流	"first rate, first class, top notch, top grade"	12
(うたう)	歌う	"to sing"	12
(そくど)	速度	"speed"	10
(でんぱ)	電波	"reception, radio wave, electromagnetic wave"	11
(かみ)	神	"god, gods"	11
(かって)	勝手	"as one pleases, one's own convenience, one's own way, one's way"	12
(はなつ)	放つ	"to fire, to hit, to break wind"	15
(めいじ)	明治	"meiji era, meiji emperor, meiji"	16
(しらべる)	調べる	"to investigate, to examine, to research, to look into, to search"	10
(へんし)	変死	"unnatural death, accidental death"	15
(ゆび)	指	"finger"	11
(うち)	内	"inside, within"	3
(いじょう)	以上	"more than, or more, that's all"	7
(くちょう)	口調	"tone, tone of voice, verbal expression"	10
(わしつ)	和室	"japanese style room"	9
(とっきゅう)	特急	"limited express train, limited express"	16
(たもつ)	保つ	"to preserve, to keep, to maintain"	16
(じてん)	事典	"encyclopedia"	16
(たいがい)	対外	"foreign, overseas"	8
(さか)	坂	"slope"	15
(いちばんめ)	一番目	"first thing, the first"	10
(かいはつ)	開発	"development"	10
(しょうめい)	証明	"proof, verification"	16
(ほしょう)	保証	"guarantee"	16
(しょうげん)	証言	"testimony"	16
(ぞんじる)	存じる	"to know, to be aware of"	16
(きたいする)	期待する	"to expect, to anticipate"	14
(つく)	着く	"to arrive"	12
(けつ)	決	"decision"	8
(かんどうする)	感動する	"to be emotionally moved, to be moved emotionally, to be moving"	13
(るす)	留守	"absence, away from home"	16
(りゅうがく)	留学	"study abroad, studying abroad"	16
(りゅうがくせい)	留学生	"exchange student, international student, foreign student"	18
(るすばん)	留守番	"caretaker, housesitting, looking after one's house"	18
(あいて)	相手	"partner, companion"	9
(ふほう)	不法	"illegal, unlawful"	15
(わるい)	悪い	"bad, poor, wrong"	12
(そうぞうする)	想像する	"to imagine"	13
(きょうと)	京都	"kyoto, kyouto"	12
(そうこう)	走行	"traveling, travelling"	5
(ばかす)	化かす	"to bewitch, to enchant"	10
(みょうじ)	名字	"surname, last name, family name"	4
(なかなか)	中々	"very, considerably, quite"	2
(なる)	成る	"to become"	11
(せじ)	世辞	"flattery, compliment"	16
(だいじ)	大事	"important, valuable, serious matter"	9
(にがい)	苦い	"bitter tasting, bitter"	9
(そつぎょう)	卒業	"graduation"	14
(あつめる)	集める	"to collect, to gather, to assemble"	10
(おいつく)	追い付く	"to catch up to, to overtake"	13
(せんじょう)	戦場	"battlefield, battleground"	11
(こうじ)	工事	"construction"	9
(かいてんする)	回転する	"to rotate, to revolve"	14
(ばける)	化ける	"to transform"	8
(いっぽんぎ)	一本気	"one track mind, single mindedness"	4
(せんそう)	戦争	"war"	11
(ひきざん)	引き算	"subtraction"	10
(ひろしま)	広島	"hiroshima"	12
(しぜん)	自然	"nature, natural"	13
(はつばい)	発売	"for sale, selling, item for sale, sale"	9
(むいか)	六日	"sixth day, day six, six days"	2
(じょせい)	女性	"female, woman, lady"	14
(しんじつ)	真実	"truth, reality"	16
(じょうひん)	上品	"elegant"	18
(なか)	中	"middle, in, inside, center"	2
(しろ)	白	"white"	2
(よてい)	予定	"a plan, plan"	9
(ぜんめん)	前面	"front, front side"	16
(がめん)	画面	"screen, monitor"	16
(じめん)	地面	"ground, earth's surface"	16
(かめん)	仮面	"mask"	16
(がいめん)	外面	"exterior"	16
(ぜんいん)	全員	"all members, all hands, everyone, everybody"	12
(りょうこう)	良好	"good, favorable, satisfactory"	14
(もん)	門	"gate"	16
(にゅうもん)	入門	"admission, entrance"	16
(はし)	橋	"bridge"	13
(かんしん)	関心	"concern, interest"	16
(さっか)	作家	"author, writer, novelist"	7
(まもる)	守る	"to protect, to defend"	16
(ねんじゅう)	年中	"year round, all year, whole year, throughout the year, all year round"	4
(ぜんち, ぜんじ)	全治	"complete recovery, healed, fully recovered, fully recover, healed completely, heal completely, completely cured, fully cured, fully healed"	16
(うごく)	動く	"to move, to operate"	12
(ほね)	骨	"bone"	14
(えいぞう)	映像	"reflection, image"	13
(しゅうちゅうする)	集中する	"to concentrate"	11
(とおい)	遠い	"far, far away"	16
(びじゅつ)	美術	"fine art"	14
(ようきゅうする)	要求する	"to demand"	16
(いそぐ)	急ぐ	"to hurry"	16
(たたかい)	戦い	"battle, fight, conflict"	11
(おんよみ)	音読み	"chinese reading, on'yomi"	12
(もくざい)	木材	"wood, lumber"	14
(じてん)	字典	"character dictionary, kanji dictionary"	16
(ちょうし)	調子	"condition"	10
(かいもの)	買い物	"shopping"	10
(は)	歯	"tooth, teeth"	12
(はこ)	箱	"box"	16
(りそく)	利息	"interest"	12
(ひとごろし)	人殺し	"murder, murderer"	15
(しんじる)	信じる	"to believe, to trust in"	15
(ほけん)	保険	"insurance"	16
(ぼうけん)	冒険	"adventure"	16
(きけん)	危険	"risky, unsafe, dangerous, danger, peril, hazard"	16
(ほしゅてき)	保守的	"conservative"	16
(さむい)	寒い	"cold"	12
(へんか)	変化	"change, transformation"	15
(しろくろ)	白黒	"black and white, white and black"	9
(このまえ)	この前	"last time, recently, lately, previous, previously"	8
(きぼう)	希望	"hope, wish, aspiration"	14
(かく)	書く	"to write"	16
(しょうめいしょ)	証明書	"certificate, credentials"	18
(としょかん)	図書館	"library"	16
(したい)	死体	"dead body, corpse, cadaver"	6
(きぶん)	気分	"feeling, mood"	4
(でる)	出る	"to exit, to leave, to attend, to come out, to go out"	2
(けいさつ)	警察	"police"	17
(あたる)	当たる	"to be on target, to hit, to touch, to guess correctly, to guess right, to be right, to hit the target"	5
(そだてる)	育てる	"to bring up, to raise, to bring something up, to raise something"	13
(のぼる)	登る	"to climb, to ascend"	12
(しゅくだい)	宿題	"homework"	13
(たば)	束	"bundle"	14
(よろこぶ)	喜ぶ	"to rejoice, to become happy"	16
(よろこび)	喜び	"joy, delight, glee, rapture, pleasure, satisfaction, gratification, rejoicing, congratulations"	18
(ときどき)	時々	"sometimes, at times"	11
(うんどう)	運動	"exercise"	12
(なかゆび)	中指	"middle finger, second finger"	11
(こうしゃ)	公社	"public corporation, public company, government agency, federal agency"	5
(ゆうき)	勇気	"courage, bravery, valour, valor"	15
(しりつだいがく)	私立大学	"private college, private university"	16
(さき)	先	"previous, ahead, past, former"	4
(はずれる)	外れる	"to be disconnected, to come off, to be out, to be off"	3
(こうえん)	公園	"public park, park"	16
(どうぶつえん)	動物園	"zoo, zoological gardens, menagerie"	16
(りゅうこう, はやり)	流行	"trend, fad, craze"	12
(がんめん)	顔面	"face of a person, person's face, face"	16
(きょうかしょ)	教科書	"textbook"	16
(げひん)	下品	"crude, vulgarity"	16
(えん, その)	園	"garden, park"	16
(あかし)	証	"evidence, proof"	16
(いぎりすじん, イギリスじん)	イギリス人	"british person, english person"	17
(ばめん)	場面	"scene, setting, locale"	16
(こうふく)	幸福	"happiness"	16
(しあわせ)	幸せ	"happiness"	16
(ふこう)	不幸	"unhappiness, misfortune"	16
(さいわい)	幸い	"happiness, luck, fortune"	18
(こううん)	幸運	"good luck, fortune"	16
(しょうにん)	証人	"witness"	16
(なきむし)	泣き虫	"crybaby"	17
(しょくぶつ)	植物	"plant, vegetation"	12
(さっする)	察する	"to guess, to sense, to presume"	17
(にんずう)	人数	"the number of people, number of people, the amount of people, amount of people"	8
(きげんご)	紀元後	"ad, anno domini, after death, ce, common era"	15
(のうりょく)	能力	"ability, capability"	14
(かんけつ)	完結	"conclusion, completion, ending, consummation"	17
(しあとるし, シアトルし)	シアトル市	"seattle, city of seattle"	3
(はくちょう)	白鳥	"swan"	7
(さくひん)	作品	"a work, work, production"	16
(じどうしゃ)	自動車	"automobile"	16
(しょくりょうひん)	食料品	"groceries"	16
(にっこうよく)	日光浴	"sunbathe"	16
(すいどう)	水道	"water supply, water service, waterworks, aqueduct, conduit, water line"	8
(くうせき)	空席	"open seat, empty seat, free seat"	17
(むちゃ)	無茶	"absurd, rash, excessive"	17
(そとがわ)	外側	"outside"	17
(のぼる)	上る	"to climb, to go up"	1
(さいあく)	最悪	"the worst, worst"	12
(かんてん)	干天	"dry weather, drought"	17
(ねつ)	熱	"fever, heat"	13
(とおす)	通す	"to let pass, to overlook, to continue, to keep, to make way for, to persist in"	9
(ねんがん)	念願	"heart's desire, earnest wish"	14
(ちゅうし)	中止	"suspension, stoppage, discontinuance, interruption"	3
(とおく)	遠く	"far away, distant, at a distance, distant place, by far"	16
(せんもん)	専門	"specialty, speciality, area of study, major"	16
(こうこうせい)	高校生	"high school student, high schooler"	9
(うしなう)	失う	"to lose, to part with, to lose something, to part with something"	7
(いがい)	意外	"unexpected"	11
(ようき)	陽気	"cheerful, jovial, merry, lively, spring season, warm weather"	12
(あいじん)	愛人	"lover, mistress"	17
(じしょ)	辞書	"dictionary"	16
(かてい)	家庭	"family, household"	12
(しんぴん)	新品	"brand new, new item, new product"	16
(あびる)	浴びる	"to bathe"	16
(ざんぴん)	残品	"unsold merchandise, remaining stock, unsold stock, remaining merchandise, unsold product, remaining product"	16
(えがお)	笑顔	"smile, smiling face"	16
(わらう)	笑う	"to laugh"	16
(わらい)	笑い	"a laugh, laugh"	18
(おわらい)	お笑い	"comedy, joke, funny story"	18
(てんいん)	店員	"shop staff, store staff, store employee, shop employee, clerk, salesperson, shop assistant"	12
(とくぎ)	特技	"specialty, speciality"	14
(ふゆ)	冬	"winter"	3
(こんぽん, ねもと)	根本	"root, source, origin, foundation"	12
(さんせい)	三世	"third generation"	4
(まずい)	不味い	"bad tasting, unappetizing, unskillful"	17
(さくねん)	昨年	"last year"	15
(しょきゅう)	初級	"beginner level, elementary level, beginning level"	11
(どうわ)	童話	"children's story, fairy tale"	12
(しんねん)	新年	"new year"	9
(ぜんしん)	全身	"whole body, entire body"	8
(こごえ)	小声	"low voice, whisper"	7
(ひだりがわ)	左側	"left side"	17
(ほそい)	細い	"thin, slender"	17
(じょうしき)	常識	"common sense, common knowledge"	17
(かける)	欠ける	"to lack, to be lacking, to be chipped"	7
(そこ)	底	"bottom"	17
(むごん)	無言	"silence"	17
(むり)	無理	"impossible, unreasonable, overdoing"	17
(れんあい)	恋愛	"love, romance"	17
(ひがしがわ)	東側	"east side"	17
(にしがわ)	西側	"west side"	17
(じてん)	辞典	"dictionary, lexicon"	16
(せいふ)	政府	"government"	16
(はじまる)	始まる	"to begin, something begins, to start, something starts"	9
(おもしろい)	面白い	"interesting, amusing, funny"	16
(けんちくか)	建築家	"architect"	17
(じしん)	自信	"confidence, self confidence"	15
(きこえる)	聞こえる	"hearable, audible, to be able to hear, to be heard, to be audible, can hear"	12
(しゅい)	主位	"leading person, first place, leading position, first position, head position"	11
(きげんぜん)	紀元前	"before christ, bc, bce, before common era"	17
(こい)	恋	"love"	17
(しつれん)	失恋	"heartbreak, broken heart"	17
(まぼろし)	幻	"illusion, phantom"	17
(げんそう)	幻想	"fantasy, illusion"	17
(はてる)	果てる	"to end, to be finished, to be exhausted, to die"	17
(くだもの)	果物	"fruit"	17
(かんする)	関する	"to be connected to, to be related"	16
(はなくそ)	鼻くそ	"snot, boogers"	17
(はなぢ, はなじ)	鼻血	"nosebleed, bloody nose"	17
(はな)	鼻	"nose"	17
(けっせき)	欠席	"absence, nonattendance"	17
(しゅっせき)	出席	"attendance"	17
(かわぞこ)	川底	"riverbed, river bottom"	17
(しんそこ)	心底	"bottom of one's heart, bottom of my heart"	17
(せき)	席	"seat"	17
(げんさく)	原作	"original work"	17
(げんし)	原子	"atom"	17
(せいよう)	西洋	"the west, western countries"	11
(かんしょう)	干渉	"interference, intervention"	17
(ほす)	干す	"to dry"	17
(ねんじ)	年次	"annual, yearly"	6
